,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,Shopping_percent,Transport_percent,Business_percent,Eat_percent,max_category
29033,891f8d4424bffff,45,0,1,0,0,2,1,9,29,2,1,High-area,20.0,4.44,64.44,2.22,Business_percent
29078,891f8d45d7bffff,80,0,5,0,3,2,0,13,51,6,0,High-area,16.25,2.5,63.75,6.25,Business_percent
29158,891f8d7a12bffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,0.0,0.0,50.0,0.0,Business_percent
29160,891f8d44523ffff,27,0,0,0,0,0,0,3,21,3,0,Low-area,11.11,0.0,77.78,0.0,Business_percent
29187,891f8d44d03ffff,25,2,3,1,0,3,0,5,11,2,0,Low-area,20.0,12.0,44.0,12.0,Business_percent
29212,891f8d7b687ffff,57,0,1,0,1,0,0,15,29,11,0,High-area,26.32,0.0,50.88,1.75,Business_percent
29269,891f8d4ed67ffff,7,0,0,0,0,1,0,2,4,0,0,Low-area,28.57,14.29,57.14,0.0,Business_percent
29276,891f8d4400bffff,8,0,1,0,0,0,1,2,3,1,0,Low-area,25.0,0.0,37.5,12.5,Business_percent
29284,891f8d71003ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
29285,891f8d472cfffff,5,0,0,0,0,0,0,1,4,0,0,Low-area,20.0,0.0,80.0,0.0,Business_percent
29290,891f8d7a017ffff,98,0,7,0,0,1,0,13,73,4,0,High-area,13.27,1.02,74.49,7.14,Business_percent
29388,891f8d714cfffff,39,2,0,0,3,4,0,3,27,2,0,High-area,7.69,10.26,69.23,0.0,Business_percent
29427,891f8d7b4cfffff,56,0,1,0,0,2,0,11,39,3,0,High-area,19.64,3.57,69.64,1.79,Business_percent
29483,891f8d445abffff,23,0,0,0,0,0,0,1,21,1,0,Low-area,4.35,0.0,91.3,0.0,Business_percent
29506,891f8d455bbffff,19,0,0,0,0,0,0,4,13,2,0,Low-area,21.05,0.0,68.42,0.0,Business_percent
29525,891f8d45d27ffff,98,1,4,2,0,1,4,10,67,10,0,High-area,10.2,1.02,68.37,4.08,Business_percent
29623,891f8d7b5a7ffff,43,0,1,0,0,0,0,4,34,4,0,High-area,9.3,0.0,79.07,2.33,Business_percent
29666,891f8d44583ffff,2,0,0,0,0,0,0,1,1,0,0,Low-area,50.0,0.0,50.0,0.0,Shopping_percent
29668,891f8d7125bffff,53,0,5,0,1,1,1,10,28,7,0,High-area,18.87,1.89,52.83,9.43,Business_percent
29721,891f8d78497ffff,22,0,0,0,0,1,0,6,7,8,0,Low-area,27.27,4.55,31.82,0.0,Business_percent
29743,891f8d7a0a7ffff,51,0,5,0,0,3,0,5,25,13,0,High-area,9.8,5.88,49.02,9.8,Business_percent
29794,891f8d4400fffff,8,0,0,0,0,0,0,1,7,0,0,Low-area,12.5,0.0,87.5,0.0,Business_percent
29802,891f8d7a8abffff,17,0,0,0,0,0,0,0,16,1,0,Low-area,0.0,0.0,94.12,0.0,Business_percent
29819,891f8d7a387ffff,19,0,0,0,0,1,1,4,12,1,0,Low-area,21.05,5.26,63.16,0.0,Business_percent
29838,891f8d716b7ffff,32,0,0,0,0,4,0,1,20,7,0,High-area,3.12,12.5,62.5,0.0,Business_percent
29870,891f8d446abffff,37,0,3,0,0,1,0,4,28,1,0,High-area,10.81,2.7,75.68,8.11,Business_percent
29907,891f8d7106fffff,1,0,0,0,1,0,0,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Sights_and_Museums
29908,891f8d4542bffff,26,0,0,0,0,0,1,8,13,4,0,Low-area,30.77,0.0,50.0,0.0,Business_percent
29934,891f8d455cbffff,15,0,0,0,0,0,0,5,7,3,0,Low-area,33.33,0.0,46.67,0.0,Business_percent
29949,891f8d7a56fffff,17,0,1,0,0,0,1,3,9,3,0,Low-area,17.65,0.0,52.94,5.88,Business_percent
29966,891f8d442bbffff,14,0,0,0,0,0,0,2,11,1,0,Low-area,14.29,0.0,78.57,0.0,Business_percent
29980,891f8d46bdbffff,33,0,0,1,0,0,0,6,22,4,0,High-area,18.18,0.0,66.67,0.0,Business_percent
30013,891f8d44873ffff,100,0,2,1,1,0,3,9,64,20,0,High-area,9.0,0.0,64.0,2.0,Business_and_Services
30113,891f8d44b2fffff,37,1,0,2,0,0,1,1,30,3,0,High-area,2.7,0.0,81.08,0.0,Business_percent
30150,891f8d40da3ffff,7,0,0,1,0,0,1,0,5,0,0,Low-area,0.0,0.0,71.43,0.0,Business_percent
30157,891f8d44d27ffff,22,0,0,3,0,2,1,2,9,5,0,Low-area,9.09,9.09,40.91,0.0,Business_percent
30179,891f8d7163bffff,29,0,0,0,0,0,0,4,24,1,0,Low-area,13.79,0.0,82.76,0.0,Business_percent
30208,891f8d7a587ffff,99,0,3,0,2,0,0,15,65,14,0,High-area,15.15,0.0,65.66,3.03,Business_percent
30307,891f8d45417ffff,38,0,0,0,0,2,1,5,23,7,0,High-area,13.16,5.26,60.53,0.0,Business_percent
30345,891f8d7b4afffff,44,0,0,0,0,0,0,4,16,24,0,High-area,9.09,0.0,36.36,0.0,Business_percent
30389,891f8d46853ffff,32,0,2,0,0,1,0,3,25,1,0,High-area,9.38,3.12,78.12,6.25,Business_percent
30421,891f8d7a377ffff,6,0,0,0,0,1,0,0,5,0,0,Low-area,0.0,16.67,83.33,0.0,Business_percent
30427,891f8d7a2bbffff,4,0,0,1,1,0,0,0,2,0,0,Low-area,0.0,0.0,50.0,0.0,Business_percent
30431,891f8d4680bffff,34,0,1,2,2,3,0,4,16,6,0,High-area,11.76,8.82,47.06,2.94,Business_percent
30465,891f8d454abffff,32,0,0,0,0,1,0,7,21,3,0,High-area,21.88,3.12,65.62,0.0,Business_percent
30497,891f8d4494fffff,1,0,0,0,1,0,0,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Sights_and_Museums
30498,891f8d45e33ffff,21,1,0,1,1,0,0,0,12,7,0,Low-area,0.0,0.0,57.14,0.0,Business_percent
30519,891f8d7ac0fffff,26,0,1,1,0,2,1,4,12,5,0,Low-area,15.38,7.69,46.15,3.85,Business_percent
30545,891f8d4584fffff,31,0,1,0,0,0,0,2,25,3,0,High-area,6.45,0.0,80.65,3.23,Business_percent
30576,891f8d7acabffff,79,0,4,2,0,0,0,24,35,14,0,High-area,30.38,0.0,44.3,5.06,Business_percent
30655,891f8d7a9c7ffff,34,0,0,0,0,0,0,2,32,0,0,High-area,5.88,0.0,94.12,0.0,Business_percent
30689,891f8d7a857ffff,14,0,0,0,0,1,0,1,10,2,0,Low-area,7.14,7.14,71.43,0.0,Business_percent
30703,891f8d7a4a3ffff,67,0,7,5,3,1,2,2,34,13,0,High-area,2.99,1.49,50.75,10.45,Business_percent
30770,891f8d44497ffff,1,0,0,0,1,0,0,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Sights_and_Museums
30771,891f8d4482bffff,100,0,10,6,0,0,2,34,31,17,0,High-area,34.0,0.0,31.0,10.0,Shopping
30871,891f8d4540bffff,32,0,0,0,0,4,0,6,13,9,0,High-area,18.75,12.5,40.62,0.0,Business_percent
30903,891f8d44e67ffff,15,1,0,0,2,0,0,2,8,2,1,Low-area,13.33,0.0,53.33,0.0,Business_percent
30918,891f8d71313ffff,37,0,1,1,0,2,0,6,20,7,0,High-area,16.22,5.41,54.05,2.7,Business_percent
30955,891f8d45d07ffff,95,8,8,1,0,1,2,15,60,8,0,High-area,15.79,1.05,63.16,8.42,Business_percent
31050,891f8d44b7bffff,98,0,0,1,1,0,2,4,76,14,0,High-area,4.08,0.0,77.55,0.0,Business_percent
31148,891f8d7130bffff,2,0,0,0,0,0,1,0,0,1,0,Low-area,0.0,0.0,0.0,0.0,Accommodations
31150,891f8d46ebbffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
31152,891f8d7b477ffff,34,0,0,0,1,0,0,2,27,4,0,High-area,5.88,0.0,79.41,0.0,Business_percent
31186,891f8d44b0bffff,98,0,1,1,2,0,0,20,64,10,0,High-area,20.41,0.0,65.31,1.02,Business_percent
31284,891f8d44dafffff,22,0,0,0,0,0,0,2,17,2,1,Low-area,9.09,0.0,77.27,0.0,Business_percent
31306,891f8d7ad43ffff,33,0,0,0,0,2,0,3,20,8,0,High-area,9.09,6.06,60.61,0.0,Business_percent
31339,891f8d73663ffff,58,3,0,2,0,0,0,23,24,9,0,High-area,39.66,0.0,41.38,0.0,Business_percent
31397,891f8d4402fffff,28,0,0,0,0,0,1,3,23,1,0,Low-area,10.71,0.0,82.14,0.0,Business_percent
31425,891f8d7a02fffff,23,1,1,0,0,0,0,5,14,3,0,Low-area,21.74,0.0,60.87,4.35,Business_percent
31448,891f8d45183ffff,99,0,4,1,1,2,1,32,29,29,0,High-area,32.32,2.02,29.29,4.04,Shopping_percent
31547,891f8d71353ffff,99,1,0,4,0,0,3,12,70,10,0,High-area,12.12,0.0,70.71,0.0,Business_percent
31646,891f8d45c3bffff,94,0,5,1,1,1,0,31,41,14,0,High-area,32.98,1.06,43.62,5.32,Business_percent
31740,891f8d44603ffff,16,0,0,0,0,0,2,2,10,2,0,Low-area,12.5,0.0,62.5,0.0,Business_percent
31756,891f8d4e97bffff,17,0,0,2,0,1,0,1,10,3,0,Low-area,5.88,5.88,58.82,0.0,Business_percent
31773,891f8d4517bffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,0.0,0.0,50.0,0.0,Business_percent
31775,891f8d443a3ffff,34,0,0,1,0,2,0,3,21,6,1,High-area,8.82,5.88,61.76,0.0,Business_percent
31809,891f8d46b47ffff,6,1,0,0,0,2,1,0,3,0,0,Low-area,0.0,33.33,50.0,0.0,Business_percent
31815,891f8d443a7ffff,47,0,4,0,0,0,1,5,27,10,0,High-area,10.64,0.0,57.45,8.51,Business_percent
31862,891f8d45547ffff,42,1,1,1,0,1,1,16,17,5,0,High-area,38.1,2.38,40.48,2.38,Business_percent
31904,891f8d44b57ffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Accommodations
31905,891f8d7126fffff,78,0,2,0,0,0,0,16,43,17,0,High-area,20.51,0.0,55.13,2.56,Business_percent
31983,891f8d7a687ffff,42,0,0,2,1,0,1,3,31,4,0,High-area,7.14,0.0,73.81,0.0,Business_percent
32025,891f8d7a11bffff,25,0,0,0,0,0,1,6,18,0,0,Low-area,24.0,0.0,72.0,0.0,Business_percent
32050,891f8d44d9bffff,28,0,2,1,0,1,0,3,19,2,0,Low-area,10.71,3.57,67.86,7.14,Business_percent
32078,891f8d45087ffff,30,0,1,0,0,1,2,3,22,1,0,High-area,10.0,3.33,73.33,3.33,Business_percent
32108,891f8d45c0fffff,96,0,4,1,1,0,1,16,46,27,0,High-area,16.67,0.0,47.92,4.17,Business_percent
32204,891f8d443abffff,49,0,2,1,0,0,0,4,32,8,2,High-area,8.16,0.0,65.31,4.08,Business_percent
32253,891f8d4456fffff,10,0,0,0,0,0,1,0,7,2,0,Low-area,0.0,0.0,70.0,0.0,Business_percent
32263,891f8d7aabbffff,17,0,0,0,0,0,4,0,12,1,0,Low-area,0.0,0.0,70.59,0.0,Business_percent
32280,891f8d7ac4bffff,29,0,0,0,0,5,0,1,17,6,0,Low-area,3.45,17.24,58.62,0.0,Business_percent
32309,891f8d45033ffff,20,0,0,0,0,1,0,4,13,2,0,Low-area,20.0,5.0,65.0,0.0,Business_percent
32329,891f8d4546bffff,22,0,1,1,0,0,0,5,14,1,0,Low-area,22.73,0.0,63.64,4.55,Business_percent
32351,891f8d45957ffff,97,0,5,0,0,3,0,16,63,10,0,High-area,16.49,3.09,64.95,5.15,Business_percent
32448,891f8d4429bffff,65,2,1,0,0,0,1,7,40,16,0,High-area,10.77,0.0,61.54,1.54,Business_percent
32513,891f8d7ad77ffff,27,0,0,0,0,0,0,7,19,1,0,Low-area,25.93,0.0,70.37,0.0,Business_percent
32540,891f8d71323ffff,17,0,3,1,0,0,0,1,3,9,0,Low-area,5.88,0.0,17.65,17.65,Business_percent
32557,891f8d4442bffff,5,0,0,0,0,0,0,1,2,2,0,Low-area,20.0,0.0,40.0,0.0,Business_percent
32562,891f8d46b83ffff,9,0,0,0,1,1,1,1,3,2,0,Low-area,11.11,11.11,33.33,0.0,Business_percent
32571,891f8d46317ffff,2,0,0,0,0,0,1,0,0,1,0,Low-area,0.0,0.0,0.0,0.0,Accommodations
32573,891f8d45187ffff,99,3,9,2,1,0,0,24,51,12,0,High-area,24.24,0.0,51.52,9.09,Business_percent
32672,891f8d45407ffff,29,0,0,0,0,1,0,6,18,4,0,Low-area,20.69,3.45,62.07,0.0,Business_percent
32701,891f8d44e2fffff,99,0,8,3,1,0,2,21,52,9,3,High-area,21.21,0.0,52.53,8.08,Business_percent
32800,891f8d441a3ffff,27,0,1,0,0,1,1,7,17,0,0,Low-area,25.93,3.7,62.96,3.7,Business_percent
32827,891f8d45b33ffff,17,0,0,0,0,0,2,0,13,2,0,Low-area,0.0,0.0,76.47,0.0,Business_percent
32844,891f8d47367ffff,9,0,0,0,0,1,0,1,7,0,0,Low-area,11.11,11.11,77.78,0.0,Business_percent
32853,891f8d45e07ffff,30,1,1,0,1,0,1,1,12,14,0,High-area,3.33,0.0,40.0,3.33,Business_percent
32883,891f8d73293ffff,15,0,0,0,0,1,0,1,11,2,0,Low-area,6.67,6.67,73.33,0.0,Business_percent
32898,891f8d44337ffff,66,0,0,2,3,0,0,6,39,16,0,High-area,9.09,0.0,59.09,0.0,Business_percent
32964,891f8d4627bffff,17,0,0,0,0,1,2,4,10,0,0,Low-area,23.53,5.88,58.82,0.0,Business_percent
32981,891f8d736a3ffff,14,0,0,3,0,6,0,1,3,1,0,Low-area,7.14,42.86,21.43,0.0,Transport_percent
32995,891f8d44683ffff,14,0,0,1,0,0,0,4,9,0,0,Low-area,28.57,0.0,64.29,0.0,Business_percent
33009,891f8d7346bffff,1,0,0,0,0,0,0,0,0,0,1,Low-area,0.0,0.0,0.0,0.0,Areas_and_Buildings
33010,891f8d7ac83ffff,72,1,4,2,0,9,0,12,37,8,0,High-area,16.67,12.5,51.39,5.56,Business_percent
33082,891f8d46b17ffff,14,0,0,0,0,2,0,3,3,6,0,Low-area,21.43,14.29,21.43,0.0,Shopping_percent
33096,891f8d7a22bffff,7,0,0,0,0,0,0,2,5,0,0,Low-area,28.57,0.0,71.43,0.0,Business_percent
33103,891f8d7162fffff,37,1,0,0,0,1,2,4,22,8,0,High-area,10.81,2.7,59.46,0.0,Business_percent
33140,891f8d7a5cfffff,97,0,7,3,1,1,1,7,65,12,0,High-area,7.22,1.03,67.01,7.22,Business_percent
33237,891f8d7a683ffff,3,0,0,0,1,0,0,1,0,1,0,Low-area,33.33,0.0,0.0,0.0,Shopping_percent
33240,891f8d7a113ffff,39,0,2,0,0,3,0,5,22,7,0,High-area,12.82,7.69,56.41,5.13,Business_percent
33279,891f8d4582bffff,29,0,0,1,0,1,1,4,19,3,0,Low-area,13.79,3.45,65.52,0.0,Business_percent
33308,891f8d45b27ffff,14,0,3,1,0,0,0,0,6,4,0,Low-area,0.0,0.0,42.86,21.43,Business_percent
33322,891f8d44ddbffff,69,3,4,3,0,1,3,10,40,8,0,High-area,14.49,1.45,57.97,5.8,Business_percent
33391,891f8d4480fffff,97,0,1,0,0,0,0,7,78,11,0,High-area,7.22,0.0,80.41,1.03,Business_percent
33488,891f8d46babffff,19,0,0,0,0,2,0,0,16,1,0,Low-area,0.0,10.53,84.21,0.0,Business_percent
33507,891f8d4485bffff,99,0,2,1,0,3,0,21,50,21,1,High-area,21.21,3.03,50.51,2.02,Business_percent
33606,891f8d448c7ffff,31,0,0,1,0,1,0,1,15,13,0,High-area,3.23,3.23,48.39,0.0,Business_percent
33637,891f8d732dbffff,6,0,0,0,0,0,1,0,5,0,0,Low-area,0.0,0.0,83.33,0.0,Business_percent
33643,891f8d4e907ffff,40,0,3,0,0,2,0,9,19,7,0,High-area,22.5,5.0,47.5,7.5,Business_percent
33683,891f8d7a167ffff,33,1,2,1,1,5,0,4,16,4,0,High-area,12.12,15.15,48.48,6.06,Business_percent
33716,891f8d45413ffff,10,0,1,1,0,0,1,2,4,1,0,Low-area,20.0,0.0,40.0,10.0,Business_percent
33726,891f8d440cbffff,25,0,0,0,0,1,1,4,18,1,0,Low-area,16.0,4.0,72.0,0.0,Business_percent
33751,891f8d47173ffff,2,0,0,0,0,1,0,0,1,0,0,Low-area,0.0,50.0,50.0,0.0,Transport_percent
33753,891f8d7ae8bffff,35,0,0,1,0,0,0,3,26,5,0,High-area,8.57,0.0,74.29,0.0,Business_percent
33788,891f8d4405bffff,43,0,1,1,0,0,0,5,33,3,0,High-area,11.63,0.0,76.74,2.33,Business_percent
33831,891f8d4558fffff,32,1,1,1,0,1,0,7,17,5,0,High-area,21.88,3.12,53.12,3.12,Business_percent
33863,891f8d7107bffff,20,0,0,0,0,1,0,3,13,3,0,Low-area,15.0,5.0,65.0,0.0,Business_percent
33883,891f8d4616bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
33884,891f8d46b6bffff,18,0,1,0,0,1,0,0,14,0,2,Low-area,0.0,5.56,77.78,5.56,Business_percent
33902,891f8d45147ffff,12,0,0,0,0,0,0,3,9,0,0,Low-area,25.0,0.0,75.0,0.0,Business_percent
33914,891f8d47143ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
33916,891f8d44bd7ffff,100,0,1,2,0,0,0,3,85,8,1,High-area,3.0,0.0,85.0,1.0,Business_and_Services
34016,891f8d7a853ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
34017,891f8d7a60fffff,42,0,0,1,0,1,0,2,29,9,0,High-area,4.76,2.38,69.05,0.0,Business_percent
34059,891f8d4616fffff,3,0,0,0,0,0,0,0,3,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
34062,891f8d45633ffff,20,2,1,0,0,0,0,3,16,0,0,Low-area,15.0,0.0,80.0,5.0,Business_percent
34082,891f8d7b407ffff,7,0,0,0,0,0,1,0,5,1,0,Low-area,0.0,0.0,71.43,0.0,Business_percent
34089,891f8d46ab7ffff,48,0,1,1,0,1,0,14,21,10,0,High-area,29.17,2.08,43.75,2.08,Business_percent
34137,891f8d7a503ffff,87,2,5,2,0,0,0,10,64,5,1,High-area,11.49,0.0,73.56,5.75,Business_percent
34224,891f8d7a4cfffff,99,1,6,2,0,1,0,16,61,13,0,High-area,16.16,1.01,61.62,6.06,Business_percent
34323,891f8d4766fffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
34324,891f8d472c7ffff,10,0,0,0,0,0,0,1,8,1,0,Low-area,10.0,0.0,80.0,0.0,Business_percent
34334,891f8d71453ffff,49,0,1,0,0,1,0,10,31,6,0,High-area,20.41,2.04,63.27,2.04,Business_percent
34383,891f8d7a1abffff,32,1,0,1,1,1,1,2,23,3,0,High-area,6.25,3.12,71.88,0.0,Business_percent
34415,891f8d44eabffff,2,0,0,1,0,0,0,0,1,0,0,Low-area,0.0,0.0,50.0,0.0,Business_percent
34417,891f8d4443bffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,100.0,0.0,0.0,0.0,Shopping_percent
34418,891f8d7346fffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Accommodations
34419,891f8d459b7ffff,100,0,2,2,0,1,4,16,67,7,1,High-area,16.0,1.0,67.0,2.0,Business_and_Services
34519,891f8d716cbffff,66,0,4,1,0,0,0,9,31,21,0,High-area,13.64,0.0,46.97,6.06,Business_percent
34585,891f8d4434bffff,42,0,0,1,1,1,0,2,32,5,0,High-area,4.76,2.38,76.19,0.0,Business_percent
34627,891f8d44b93ffff,96,0,1,1,1,2,1,14,63,12,1,High-area,14.58,2.08,65.62,1.04,Business_percent
34723,891f8d451a3ffff,100,0,2,2,0,0,1,11,79,5,0,High-area,11.0,0.0,79.0,2.0,Business_and_Services
34823,891f8d45513ffff,39,1,1,0,0,2,0,3,28,5,0,High-area,7.69,5.13,71.79,2.56,Business_percent
34862,891f8d46a83ffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,0.0,0.0,50.0,0.0,Business_percent
34864,891f8d7308fffff,2,0,0,0,0,0,0,1,1,0,0,Low-area,50.0,0.0,50.0,0.0,Shopping_percent
34866,891f8d47317ffff,7,0,0,0,0,1,0,1,5,0,0,Low-area,14.29,14.29,71.43,0.0,Business_percent
34873,891f8d712afffff,5,0,0,0,0,0,0,3,1,0,1,Low-area,60.0,0.0,20.0,0.0,Shopping_percent
34878,891f8d4716fffff,21,0,0,0,0,1,0,4,16,0,0,Low-area,19.05,4.76,76.19,0.0,Business_percent
34899,891f8d4467bffff,43,0,1,2,0,1,0,9,26,4,0,High-area,20.93,2.33,60.47,2.33,Business_percent
34942,891f8d7138fffff,12,0,0,1,0,1,0,0,8,2,0,Low-area,0.0,8.33,66.67,0.0,Business_percent
34954,891f8d44abbffff,98,1,8,4,1,3,1,21,49,11,0,High-area,21.43,3.06,50.0,8.16,Business_percent
35052,891f8d7a8b7ffff,41,0,0,0,0,0,0,4,34,3,0,High-area,9.76,0.0,82.93,0.0,Business_percent
35093,891f8d45197ffff,99,0,2,0,0,4,0,25,39,28,1,High-area,25.25,4.04,39.39,2.02,Business_percent
