,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,Shopping_percent,Transport_percent,Business_percent,Eat_percent,max_category
60042,891f8d46a63ffff,28,0,0,1,0,1,0,2,23,1,0,Low-area,7.14,3.57,82.14,0.0,Business_percent
60070,891f8d4708bffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,100.0,0.0,0.0,0.0,Shopping_percent
60071,891f8d7a103ffff,4,0,0,0,1,0,0,2,1,0,0,Low-area,50.0,0.0,25.0,0.0,Shopping_percent
60075,891f8d463d7ffff,13,0,1,0,0,1,0,3,7,1,0,Low-area,23.08,7.69,53.85,7.69,Business_percent
60088,891f8d4596bffff,88,0,3,0,1,3,0,12,50,19,0,High-area,13.64,3.41,56.82,3.41,Business_percent
60176,891f8d73677ffff,16,0,0,0,0,1,1,1,8,5,0,Low-area,6.25,6.25,50.0,0.0,Business_percent
60192,891f8d442d3ffff,13,0,2,0,0,0,0,3,3,5,0,Low-area,23.08,0.0,23.08,15.38,Shopping_percent
60205,891f8d4419bffff,27,0,2,0,0,0,0,9,12,4,0,Low-area,33.33,0.0,44.44,7.41,Business_percent
60232,891f8d7a62bffff,68,1,3,1,0,1,0,11,43,9,0,High-area,16.18,1.47,63.24,4.41,Business_percent
60300,891f8d7a60bffff,33,1,0,0,1,1,0,1,29,1,0,High-area,3.03,3.03,87.88,0.0,Business_percent
60333,891f8d7a4c7ffff,100,0,6,3,1,1,0,21,56,12,0,High-area,21.0,1.0,56.0,6.0,Business_and_Services
60433,891f8d7a52fffff,99,0,2,1,0,3,2,19,47,25,0,High-area,19.19,3.03,47.47,2.02,Business_percent
60532,891f8d71447ffff,17,0,0,0,0,0,1,3,12,1,0,Low-area,17.65,0.0,70.59,0.0,Business_percent
60549,891f8d7a367ffff,10,0,0,0,0,1,0,0,9,0,0,Low-area,0.0,10.0,90.0,0.0,Business_percent
60559,891f8d7a117ffff,28,1,1,0,0,2,2,4,18,1,0,Low-area,14.29,7.14,64.29,3.57,Business_percent
60587,891f8d44553ffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,0.0,100.0,0.0,0.0,Transport_percent
60588,891f8d45e4fffff,98,1,5,0,0,3,0,25,38,27,0,High-area,25.51,3.06,38.78,5.1,Business_percent
60686,891f8d4454bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
60687,891f8d44d47ffff,63,1,2,1,0,3,0,14,43,0,0,High-area,22.22,4.76,68.25,3.17,Business_percent
60750,891f8d71ecbffff,7,0,0,0,0,0,0,1,1,5,0,Low-area,14.29,0.0,14.29,0.0,Shopping_percent
60757,891f8d7a177ffff,11,0,0,0,0,1,0,0,6,4,0,Low-area,0.0,9.09,54.55,0.0,Business_percent
60768,891f8d44687ffff,26,0,0,0,0,1,0,3,20,2,0,Low-area,11.54,3.85,76.92,0.0,Business_percent
60794,891f8d710d3ffff,19,0,0,1,0,1,0,3,14,0,0,Low-area,15.79,5.26,73.68,0.0,Business_percent
60813,891f8d7b097ffff,26,0,0,0,0,1,0,1,19,5,0,Low-area,3.85,3.85,73.08,0.0,Business_percent
60839,891f8d7ae23ffff,8,0,3,0,0,0,1,0,4,0,0,Low-area,0.0,0.0,50.0,37.5,Business_percent
60847,891f8d471c3ffff,3,0,0,0,0,0,0,0,2,1,0,Low-area,0.0,0.0,66.67,0.0,Business_percent
60850,891f8d7b553ffff,10,0,1,0,0,1,0,0,7,1,0,Low-area,0.0,10.0,70.0,10.0,Business_percent
60860,891f8d44c37ffff,86,1,0,2,0,3,0,21,51,9,0,High-area,24.42,3.49,59.3,0.0,Business_percent
60946,891f8d44b6fffff,98,0,3,1,2,0,0,16,64,12,0,High-area,16.33,0.0,65.31,3.06,Business_percent
61044,891f8d7340fffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
61045,891f8d7b0c3ffff,36,0,0,0,0,0,0,1,26,9,0,High-area,2.78,0.0,72.22,0.0,Business_percent
61081,891f8d442cfffff,29,0,0,0,0,0,0,3,22,4,0,Low-area,10.34,0.0,75.86,0.0,Business_percent
61110,891f8d45ddbffff,28,0,0,0,0,0,1,0,22,5,0,Low-area,0.0,0.0,78.57,0.0,Business_percent
61138,891f8d44d83ffff,28,0,1,2,0,1,0,8,14,2,0,Low-area,28.57,3.57,50.0,3.57,Business_percent
61166,891f8d45007ffff,11,0,0,1,0,0,0,1,9,0,0,Low-area,9.09,0.0,81.82,0.0,Business_percent
61177,891f8d44b0fffff,48,0,0,2,0,0,0,1,36,9,0,High-area,2.08,0.0,75.0,0.0,Business_percent
61225,891f8d45907ffff,97,0,5,2,1,1,0,11,59,16,2,High-area,11.34,1.03,60.82,5.15,Business_percent
61322,891f8d4456bffff,20,0,0,0,1,0,0,1,16,2,0,Low-area,5.0,0.0,80.0,0.0,Business_percent
61342,891f8d44ab3ffff,97,0,3,3,0,0,1,12,67,11,0,High-area,12.37,0.0,69.07,3.09,Business_percent
61439,891f8d45b7bffff,100,0,11,1,0,2,0,14,65,7,0,High-area,14.0,2.0,65.0,11.0,Business_and_Services
61539,891f8d45aa3ffff,48,0,0,0,0,0,2,10,30,6,0,High-area,20.83,0.0,62.5,0.0,Business_percent
61587,891f8d7a607ffff,98,0,1,0,0,0,0,1,58,38,0,High-area,1.02,0.0,59.18,1.02,Business_percent
61685,891f8d46b9bffff,42,0,0,1,2,3,2,10,10,13,1,High-area,23.81,7.14,23.81,0.0,Shopping_percent
61727,891f8d4452fffff,10,0,1,0,0,1,0,2,4,2,0,Low-area,20.0,10.0,40.0,10.0,Business_percent
61737,891f8d7a10fffff,1,0,0,0,1,0,0,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Sights_and_Museums
61738,891f8d46a27ffff,6,0,1,1,0,0,0,0,3,1,0,Low-area,0.0,0.0,50.0,16.67,Business_percent
61744,891f8d46c5bffff,2,0,0,0,0,0,0,1,1,0,0,Low-area,50.0,0.0,50.0,0.0,Shopping_percent
61746,891f8d44b73ffff,92,0,1,0,0,0,0,6,79,6,0,High-area,6.52,0.0,85.87,1.09,Business_percent
61838,891f8d459cfffff,88,1,9,5,0,2,0,10,52,10,0,High-area,11.36,2.27,59.09,10.23,Business_percent
61926,891f8d4ed37ffff,22,0,0,0,0,0,1,2,13,6,0,Low-area,9.09,0.0,59.09,0.0,Business_percent
61948,891f8d45cabffff,26,0,1,0,0,2,0,2,18,3,0,Low-area,7.69,7.69,69.23,3.85,Business_percent
61974,891f8d44ca3ffff,22,0,0,0,0,1,0,5,15,1,0,Low-area,22.73,4.55,68.18,0.0,Business_percent
61996,891f8d44bc7ffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Accommodations
61997,891f8d71243ffff,12,0,0,0,0,1,0,1,8,2,0,Low-area,8.33,8.33,66.67,0.0,Business_percent
